"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Author Keywords","Correspondence Address","Document Type","Publication Stage","Open Access","Source","EID"
"Cope J.M.","Cope, Jason M. (7004597196)","7004597196","Population genetics and phylogeography of the blue rockfish (Sebastes mystinus) from Washington to California","2004","Canadian Journal of Fisheries and Aquatic Sciences","61","3","","332","342","10","51","10.1139/f04-008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2642581902&doi=10.1139%2ff04-008&partnerID=40&md5=f8f8669fbf4f62022bba3642318ec417","Moss Landing Marine Laboratories, Moss Landing, CA 95039, 8272 Moss Landing Road, United States; Sch. of Aquatic and Fishery Sciences, University of Washington, Box 355020, Seattle, WA 98195-5020, United States","Cope J.M., Moss Landing Marine Laboratories, Moss Landing, CA 95039, 8272 Moss Landing Road, United States, Sch. of Aquatic and Fishery Sciences, University of Washington, Box 355020, Seattle, WA 98195-5020, United States","","J.M. Cope; Sch. of Aquatic and Fishery Sciences, University of Washington, Box 355020, Seattle, WA 98195-5020, United States; email: jcope@u.washington.edu","Article","Final","","Scopus","2-s2.0-2642581902"
"Hardie D.C.; Gillett R.M.; Hutchings J.A.","Hardie, David C. (7103111958); Gillett, Roxanne M. (24075645400); Hutchings, Jeffrey A. (7101693496)","7103111958; 24075645400; 7101693496","The effects of isolation and colonization history on the genetic structure of marine-relict populations of Atlantic cod (Gadus morhua) in the Canadian Arctic","2006","Canadian Journal of Fisheries and Aquatic Sciences","63","8","","1830","1839","9","33","10.1139/F06-085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749254083&doi=10.1139%2fF06-085&partnerID=40&md5=b740f9c4395b36b8a35543902d415ff7","Department of Biology, Dalhousie University, Halifax, NS B3H 4J1, Canada; Department of Biology, Trent University, Station Main, Peterborough, Ont. K9J 7B8, P.O. Box 4800, Canada","Hardie D.C., Department of Biology, Dalhousie University, Halifax, NS B3H 4J1, Canada; Gillett R.M., Department of Biology, Dalhousie University, Halifax, NS B3H 4J1, Canada, Department of Biology, Trent University, Station Main, Peterborough, Ont. K9J 7B8, P.O. Box 4800, Canada; Hutchings J.A., Department of Biology, Dalhousie University, Halifax, NS B3H 4J1, Canada","","D.C. Hardie; Department of Biology, Dalhousie University, Halifax, NS B3H 4J1, Canada; email: dhardie@dal.ca","Article","Final","","Scopus","2-s2.0-33749254083"
"Holmes E.E.; York A.E.","Holmes, E.E. (7201667382); York, A.E. (7005112238)","7201667382; 7005112238","Using Age Structure to Detect Impacts on Threatened Populations: A Case Study with Steller Sea Lions","2003","Conservation Biology","17","6","","1794","1806","12","96","10.1111/j.1523-1739.2003.00191.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346350328&doi=10.1111%2fj.1523-1739.2003.00191.x&partnerID=40&md5=f436a5921be2357e50b9de96a0f88ecc","National Marine Mammal Laboratory, Alaska Fisheries Science Center, Seattle, WA 98115, 7600 Sand Point Way NE, United States; National Marine Fisheries Service, Northwest Fisheries Science Center, Seattle, WA 98112, 2725 Montlake Boulevard East, United States","Holmes E.E., National Marine Mammal Laboratory, Alaska Fisheries Science Center, Seattle, WA 98115, 7600 Sand Point Way NE, United States, National Marine Fisheries Service, Northwest Fisheries Science Center, Seattle, WA 98112, 2725 Montlake Boulevard East, United States; York A.E., National Marine Mammal Laboratory, Alaska Fisheries Science Center, Seattle, WA 98115, 7600 Sand Point Way NE, United States","","E.E. Holmes; National Marine Fisheries Service, Northwest Fisheries Science Center, Seattle, WA 98112, 2725 Montlake Boulevard East, United States; email: eli.holmes@noaa.gov","Article","Final","","Scopus","2-s2.0-0346350328"
"Cranmer T.L.; Ruhl H.A.; Baldwin R.J.; Kaufmann R.S.","Cranmer, T.L. (6505953609); Ruhl, H.A. (7005369380); Baldwin, R.J. (7402396777); Kaufmann, R.S. (7201476557)","6505953609; 7005369380; 7402396777; 7201476557","Spatial and temporal variation in the abundance, distribution and population structure of epibenthic megafauna in Port Foster, Deception Island","2003","Deep-Sea Research Part II: Topical Studies in Oceanography","50","10-11","","1821","1842","21","30","10.1016/S0967-0645(03)00093-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038715828&doi=10.1016%2fS0967-0645%2803%2900093-6&partnerID=40&md5=6866448c945c573c3e936aaf0d3e3a94","Mar. and Environ. Studies Program, University of San Diego, 5998 Alcalá Park, San Diego, CA 92110-0429, United States; Marine Biology Research Division, Scripps Institution of Oceanography, San Diego, CA 92093-0202, 9500 Gilman Drive, United States","Cranmer T.L., Mar. and Environ. Studies Program, University of San Diego, 5998 Alcalá Park, San Diego, CA 92110-0429, United States; Ruhl H.A., Marine Biology Research Division, Scripps Institution of Oceanography, San Diego, CA 92093-0202, 9500 Gilman Drive, United States; Baldwin R.J., Marine Biology Research Division, Scripps Institution of Oceanography, San Diego, CA 92093-0202, 9500 Gilman Drive, United States; Kaufmann R.S., Mar. and Environ. Studies Program, University of San Diego, 5998 Alcalá Park, San Diego, CA 92110-0429, United States","","R.S. Kaufmann; Mar. and Environ. Studies Program, University of San Diego, 5998 Alcalá Park, San Diego, CA 92110-0429, United States; email: kaufmann@sandiego.edu","Article","Final","","Scopus","2-s2.0-0038715828"
"Olafsson E.B.; Peterson C.H.; Ambrose Jr W.G.","Olafsson, E.B. (24441652400); Peterson, C.H. (7402988175); Ambrose Jr, W.G. (7004451184)","24441652400; 7402988175; 7004451184","Does recruitment limitation structure populations and communities of macro-invertebrates in marine soft sediments: the relative significance of pre- and post-settlement processes","1994","Oceanography and marine biology: an annual review. Vol. 32","","","","65","100","35","155","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028571879&partnerID=40&md5=e1c56db0a7c03191868c14870cda5b72","United States","Olafsson E.B., United States; Peterson C.H., United States; Ambrose Jr W.G., United States","","","Book chapter","Final","","Scopus","2-s2.0-0028571879"
"Planes S.; Lecaillon G.","Planes, S. (7004574648); Lecaillon, G. (6507887610)","7004574648; 6507887610","Consequences of the founder effect in the genetic structure of introduced island coral reef fish populations","1998","Biological Journal of the Linnean Society","63","4","","537","552","15","25","10.1006/bijl.1997.0194","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031744625&doi=10.1006%2fbijl.1997.0194&partnerID=40&md5=3bb3a749fae041637a24145842cbe446","Ecole Pratique des Hautes Etudes, URA CNRS 1453, Université de Perpignan, 66860 Perpignan Cedex, France","Planes S., Ecole Pratique des Hautes Etudes, URA CNRS 1453, Université de Perpignan, 66860 Perpignan Cedex, France; Lecaillon G., Ecole Pratique des Hautes Etudes, URA CNRS 1453, Université de Perpignan, 66860 Perpignan Cedex, France","Conservation; Effective size; Genetic drift; Introduction","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-0031744625"
"Sala E.; Zabala M.","Sala, Enric (7004450599); Zabala, Mikel (56653682500)","7004450599; 56653682500","Fish predation and the structure of the sea urchin Paracentrotus lividus populations in the NW Mediterranean","1996","Marine Ecology Progress Series","140","1-3","","71","81","10","269","10.3354/meps140071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029664126&doi=10.3354%2fmeps140071&partnerID=40&md5=c6bed879a56e4642fec50645a5bd87ae","Departament d'Ecologia, Facultat de Biologia, Universitat de Barcelona, E-08028 Barcelona, Avda. Diagonal 645, Spain","Sala E., Departament d'Ecologia, Facultat de Biologia, Universitat de Barcelona, E-08028 Barcelona, Avda. Diagonal 645, Spain; Zabala M., Departament d'Ecologia, Facultat de Biologia, Universitat de Barcelona, E-08028 Barcelona, Avda. Diagonal 645, Spain","Fish predation; Fishing; Paracentrotus; Population structure; Sea urchins","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-0029664126"
"Sekino M.; Hara M.","Sekino, M. (7003900788); Hara, M. (7403345857)","7003900788; 7403345857","Erratum: Application of microsatellite markers to population genetics studies of Japanese flounder Paralichthys olivaceus (Marine Biotechnology 3 (572-589))","2002","Marine Biotechnology","4","2","","206","","","0","10.1007/s10126-002-0026-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-18444384200&doi=10.1007%2fs10126-002-0026-9&partnerID=40&md5=1f2391a381884f9783b0db45a04260d2","","","","","Erratum","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-18444384200"
"Palo J.U.; Mäkinen H.S.; Helle E.; Stenman O.; Väinölä R.","Palo, J.U. (7004664626); Mäkinen, H.S. (7004014983); Helle, E. (6603861794); Stenman, O. (6506580178); Väinölä, R. (6604044230)","7004664626; 7004014983; 6603861794; 6506580178; 6604044230","Microsatellite variation in ringed seals (Phoca hispida): Genetic structure and history of the Baltic Sea population","2001","Heredity","86","5","","609","617","8","40","10.1046/j.1365-2540.2001.00859.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034869407&doi=10.1046%2fj.1365-2540.2001.00859.x&partnerID=40&md5=c1474c82a911b866975077945ba3feb7","Department of Ecology and Systematics, University of Helsinki, Finland; Finnish Museum of Natural History, FIN-00014 Helsinki, POB 17, Finland; Finnish Game and Fisheries Research Institute, FIN-00721 Helsinki, POB 6, Finland","Palo J.U., Department of Ecology and Systematics, University of Helsinki, Finland, Finnish Museum of Natural History, FIN-00014 Helsinki, POB 17, Finland; Mäkinen H.S., Department of Ecology and Systematics, University of Helsinki, Finland, Finnish Museum of Natural History, FIN-00014 Helsinki, POB 17, Finland; Helle E., Finnish Game and Fisheries Research Institute, FIN-00721 Helsinki, POB 6, Finland; Stenman O., Finnish Game and Fisheries Research Institute, FIN-00721 Helsinki, POB 6, Finland; Väinölä R., Finnish Museum of Natural History, FIN-00014 Helsinki, POB 17, Finland","Effective population size; Gene flow; Microsatellite; Population differentiation; Postglacial isolation; Ringed seal","J.U. Palo; Department of Ecology, Finnish Museum of Natural History, University of Helsinki, Helsinki FIN-O0014, POB 17, Finland; email: jukka.palo@helsinki.fi","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-0034869407"
"Gold J.R.; Richardson L.R.","Gold, John R. (57203194836); Richardson, Linda R. (7202868901)","57203194836; 7202868901","Population structure in greater amberjack, Seriola dumerili, from the Gulf of Mexico and the western Atlantic Ocean","1998","Fishery Bulletin","96","4","","767","778","11","27","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031752096&partnerID=40&md5=9c88c77eddafab728684c56e77f08efc","Ctr. for Biosystematics and Biodiv., Dept. of Wildl. and Fish. Sciences, Texas A and M University, College Station, TX 77843-2258, United States","Gold J.R., Ctr. for Biosystematics and Biodiv., Dept. of Wildl. and Fish. Sciences, Texas A and M University, College Station, TX 77843-2258, United States; Richardson L.R., Ctr. for Biosystematics and Biodiv., Dept. of Wildl. and Fish. Sciences, Texas A and M University, College Station, TX 77843-2258, United States","","J.R. Gold; Ctr. for Biosyst. and Biodiversity, Dept. of Wildlife/Fisheries Sciences, Texas A and M University, College Station, TX 77843-2258, United States; email: goldfish@tamu.edu","Article","Final","","Scopus","2-s2.0-0031752096"
"Shulman M.J.","Shulman, Myra J. (9335787500)","9335787500","What can population genetics tell us about dispersal and biogeographic history of coral-reef fishes?","1998","Austral Ecology","23","3","","216","225","9","75","10.1111/j.1442-9993.1998.tb00723.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-17444365106&doi=10.1111%2fj.1442-9993.1998.tb00723.x&partnerID=40&md5=2dce36146e321192958bac5259314f37","Section of Ecology and Systematics, Cornell University, Ithaca, NY 14853, United States","Shulman M.J., Section of Ecology and Systematics, Cornell University, Ithaca, NY 14853, United States","Biogeography; Coral reefs; Fish; Gene flow; Molecular techniques; Phylogeny","","Article","Final","","Scopus","2-s2.0-17444365106"
"Gopurenko D.; Hughes J.M.","Gopurenko, David (6507671633); Hughes, Jane M. (7404719123)","6507671633; 7404719123","Regional patterns of genetic structure among Australian populations of the mud crab, Scylla serrata (Crustacea: Decapoda): Evidence from mitochondrial DNA","2002","Marine and Freshwater Research","53","5","","849","857","8","78","10.1071/MF01225","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036033819&doi=10.1071%2fMF01225&partnerID=40&md5=cb54faae0583bbb8abaf788209f7bab2","Australian Sch. of Environ. Studies, Griffith University, Nathan, QLD 4111, Australia","Gopurenko D., Australian Sch. of Environ. Studies, Griffith University, Nathan, QLD 4111, Australia; Hughes J.M., Australian Sch. of Environ. Studies, Griffith University, Nathan, QLD 4111, Australia","","D. Gopurenko; Australian Sch. of Environ. Studies, Griffith University, Nathan, QLD 4111, Australia; email: d.gopurenko@mailbox.gu.edu.au","Article","Final","","Scopus","2-s2.0-0036033819"
"Gold J.R.; Stewart L.B.; Ward R.","Gold, John R. (57203194836); Stewart, Leah B. (15748829700); Ward, Rocky (7404582091)","57203194836; 15748829700; 7404582091","Population structure of spotted seatrout (cynoscion nebulosus) along the texas gulf coast, as revealed by genetic analysis","2002","Biology of the Spotted Seatrout","","","","17","29","12","15","10.1201/9781420040791","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056035346&doi=10.1201%2f9781420040791&partnerID=40&md5=15700b8a2e20dd30a6cffa26458b2ef6","Center for Biosystematics and Biodiversity, Department of Wildlife and Fisheries Sciences, Texas A and M University, College Station, TX, United States; Perry R. Bass Marine Fisheries Research Station, Texas Parks and Wildlife Department, Palacios, TX, United States","Gold J.R., Center for Biosystematics and Biodiversity, Department of Wildlife and Fisheries Sciences, Texas A and M University, College Station, TX, United States; Stewart L.B., Center for Biosystematics and Biodiversity, Department of Wildlife and Fisheries Sciences, Texas A and M University, College Station, TX, United States; Ward R., Perry R. Bass Marine Fisheries Research Station, Texas Parks and Wildlife Department, Palacios, TX, United States","","","Book chapter","Final","","Scopus","2-s2.0-85056035346"
"Dybdahl M.F.","Dybdahl, Mark F. (7004715051)","7004715051","Extinction, recolonization, and the genetic structure of tidepool copepod populations","1994","Evolutionary Ecology","8","2","","113","124","11","58","10.1007/BF01238245","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028163310&doi=10.1007%2fBF01238245&partnerID=40&md5=c8ebd77dff47218d9ec3844ec8f52a49","University of Washington, Friday Harbor Laboratories, Friday Harbor, 98250, WA, 620 University Road, United States","Dybdahl M.F., University of Washington, Friday Harbor Laboratories, Friday Harbor, 98250, WA, 620 University Road, United States","extinction; genetic differentiation; metapopulation; tidepool copepods; Tigriopus californicus","","Article","Final","","Scopus","2-s2.0-0028163310"
"Triantafillos L.; Donnellan S.; Butler A.J.","Triantafillos, Líanos (6506557171); Donnellan, Stephen (7004116670); Butler, Alan J. (7201779750)","6506557171; 7004116670; 7201779750","Population genetic structure of the muricid gastropod lepsiella vinosa in Gulf St Vincent, South Australia","1998","Molluscan Research","19","2","","31","42","11","4","10.1080/13235818.1998.10673716","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038487649&doi=10.1080%2f13235818.1998.10673716&partnerID=40&md5=06393f9816208c13b7afae48403a2720","Department of Zoology, University of Adelaide, Adelaide, SA 5000, North Terrace, Australia; South Australian Aquatic Science Centre, Henley Beach, SA 5022, GPO Box 120, United States; South Australian Museum, Division of Natural Science, Adelaide, SA 5000, North Terrace, United States; CS1RO Division of Marine Research, North Beach, WA 6020, GPO Box 20, United States","Triantafillos L., Department of Zoology, University of Adelaide, Adelaide, SA 5000, North Terrace, Australia, South Australian Aquatic Science Centre, Henley Beach, SA 5022, GPO Box 120, United States; Donnellan S., South Australian Museum, Division of Natural Science, Adelaide, SA 5000, North Terrace, United States; Butler A.J., Department of Zoology, University of Adelaide, Adelaide, SA 5000, North Terrace, Australia, CS1RO Division of Marine Research, North Beach, WA 6020, GPO Box 20, United States","Genetic structure; Lepsiella vinosa; Population; South australia","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-0038487649"
"Lewis K.M.; Feder J.L.; Lamberti G.A.","Lewis, Kristin M. (7201597015); Feder, Jeffrey L. (7103319673); Lamberti, Gary A. (7004993649)","7201597015; 7103319673; 7004993649","Population genetics of the zebra mussel, Dreissena polymorpha (Pallas): Local allozyme differentiation within midwestern lakes and streams","2000","Canadian Journal of Fisheries and Aquatic Sciences","57","3","","637","643","6","23","10.1139/f00-008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034019843&doi=10.1139%2ff00-008&partnerID=40&md5=a7fc2bb8c801c2dddb5e8df100610d96","Department of Biological Sciences, University of Notre Dame, Notre Dame, IN 46556-0369, P.O. Box 369, United States","Lewis K.M., Department of Biological Sciences, University of Notre Dame, Notre Dame, IN 46556-0369, P.O. Box 369, United States; Feder J.L., Department of Biological Sciences, University of Notre Dame, Notre Dame, IN 46556-0369, P.O. Box 369, United States; Lamberti G.A., Department of Biological Sciences, University of Notre Dame, Notre Dame, IN 46556-0369, P.O. Box 369, United States","","K.M. Lewis; Department of Biological Sciences, University of Notre Dame, Notre Dame, IN 46556-0369, P.O. Box 369, United States; email: lewis.32@nd.edu","Article","Final","","Scopus","2-s2.0-0034019843"
"Jouvenel J.-Y.; Pollard D.A.","Jouvenel, J.-Y. (6603502837); Pollard, D.A. (7103394661)","6603502837; 7103394661","Some effects of marine reserve protection on the population structure of two spearfishing target-fish species, Dicentrarchus labrax (moronidae) and sparus aurata (sparidae), in shallow inshore waters, along a rocky coast in the northwestern Mediterranean Sea","2001","Aquatic Conservation: Marine and Freshwater Ecosystems","11","1","","1","9","8","49","10.1002/aqc.424","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035121485&doi=10.1002%2faqc.424&partnerID=40&md5=fdab1b5e5597f79b7dc35fc1b65f6710","Laboratoire d'Ichtyoécologie Tropicale et Méditerranéenne, Ecole Pratique des Hautes Etudes, Université de Perpignan, France; Centre d'Océanologie de Marseille, Université de la Méditerranée, Marseille, Station Marine d'Endoume, France; New South Wales Fisheries Research Institute, Cronulla, NSW, Australia","Jouvenel J.-Y., Laboratoire d'Ichtyoécologie Tropicale et Méditerranéenne, Ecole Pratique des Hautes Etudes, Université de Perpignan, France; Pollard D.A., Centre d'Océanologie de Marseille, Université de la Méditerranée, Marseille, Station Marine d'Endoume, France, New South Wales Fisheries Research Institute, Cronulla, NSW, Australia","Marine reserve protection; Spearfishing; Target species","J.-Y. Jouvenel; Lab. d'Ichtyoecologie Trop. Mediter., Ecole Pratique des Hautes Etudes, Université de Perpignan, 66860 Perpignan Cedex, France; email: jeanyves.jouvenel@tree.fr","Article","Final","","Scopus","2-s2.0-0035121485"
"Benzie J.A.H.; Williams S.T.","Benzie, John A. H. (55655325800); Williams, Suzanne T. (7404835400)","55655325800; 7404835400","Genetic structure of giant clam (Tridacna maxima) populations in the west pacific is not consistent with dispersal by present-day ocean currents","1997","Evolution","51","3","","768","783","15","144","10.1111/j.1558-5646.1997.tb03660.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030741657&doi=10.1111%2fj.1558-5646.1997.tb03660.x&partnerID=40&md5=4dc4f6534b78e68f82da2688088a2ae2","Australian Inst. of Marine Science, Townsville MC, QLD 4810, PMB No 3, Australia","Benzie J.A.H., Australian Inst. of Marine Science, Townsville MC, QLD 4810, PMB No 3, Australia; Williams S.T., Australian Inst. of Marine Science, Townsville MC, QLD 4810, PMB No 3, Australia","Gene flow; Giant clams; Indo-Pacific biogeography; Marine species evolution; Population genetics; Tridacna maxima","J.A.H. Benzie; Australian Inst. of Marine Science, Townsville MC, QLD 4810, PMB No 3, Australia; email: j.benzie@aims.gov.au","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-0030741657"
"Gold J.R.; Richardson L.R.","Gold, J.R. (57203194836); Richardson, L.R. (7202868901)","57203194836; 7202868901","Mitochondrial DNA diversification and population structure in fishes from the Gulf of Mexico and western Atlantic","1998","Journal of Heredity","89","5","","404","414","10","74","10.1093/jhered/89.5.404","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031720526&doi=10.1093%2fjhered%2f89.5.404&partnerID=40&md5=4a8c7d2e0ac51c784d953a8dd3c3f108","Ctr. for Biosystematics and Biodiv., Texas A and M University, College Station, TX 77843-2258, United States","Gold J.R., Ctr. for Biosystematics and Biodiv., Texas A and M University, College Station, TX 77843-2258, United States; Richardson L.R., Ctr. for Biosystematics and Biodiv., Texas A and M University, College Station, TX 77843-2258, United States","","J.R. Gold; Ctr. for Biosystematics/Biodiversity, Texas A and M University, College Station, TX 77843-2258, United States; email: jgold@tamu.edu","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-0031720526"
"Brazeau D.A.; Harvell C.D.","Brazeau, D.A. (6602986479); Harvell, C.D. (55667474300)","6602986479; 55667474300","Genetic structure of local populations and divergence between growth forms in a clonal invertebrate, the Caribbean octocoral Briareum asbestinum","1994","Marine Biology","119","1","","53","60","7","30","10.1007/BF00350106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027975923&doi=10.1007%2fBF00350106&partnerID=40&md5=682c4fa5ae08fc97820fecde408da786","Program in Evolutionary Biology and Ecology, Department of Biology, University of Houston, Houston, 77204, Texas, United States; Section of Ecology and Systematics, Division of Biological Sciences, Cornell University, Ithaca, 14853, New York, United States","Brazeau D.A., Program in Evolutionary Biology and Ecology, Department of Biology, University of Houston, Houston, 77204, Texas, United States; Harvell C.D., Section of Ecology and Systematics, Division of Biological Sciences, Cornell University, Ithaca, 14853, New York, United States","","","Article","Final","","Scopus","2-s2.0-0027975923"
"Hauser L.; Carvalho G.R.; Pitcher T.J.","Hauser, L. (16222458400); Carvalho, G.R. (7101668676); Pitcher, T.J. (7005614212)","16222458400; 7101668676; 7005614212","Genetic population structure in the Lake Tanganyika sardine Limnothrissa miodon","1998","Journal of Fish Biology","53","SUPPL. A","jb980826","413","429","16","0","10.1111/j.1095-8649.1998.tb01040.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088668827&doi=10.1111%2fj.1095-8649.1998.tb01040.x&partnerID=40&md5=35271d8a110419a8d67ab5fbf187eaf4","Molecular Ecology and Fisheries Genetics Laboratory, Department of Biological Sciences, University of Hull, Hull HU6 7RX, United Kingdom; Fisheries Centre, University of British Columbia, 2204 Main Mall, Vancouver, BC V6T 1Z4, Canada","Hauser L., Molecular Ecology and Fisheries Genetics Laboratory, Department of Biological Sciences, University of Hull, Hull HU6 7RX, United Kingdom; Carvalho G.R., Molecular Ecology and Fisheries Genetics Laboratory, Department of Biological Sciences, University of Hull, Hull HU6 7RX, United Kingdom; Pitcher T.J., Fisheries Centre, University of British Columbia, 2204 Main Mall, Vancouver, BC V6T 1Z4, Canada","Clupeid; Genetic differentiation; Limnothrissa; Microgeographic; Schooling","L. Hauser; Molecular Ecology and Fisheries Genetics Laboratory, Department of Biological Sciences, University of Hull, Hull HU6 7RX, United Kingdom; email: l.hauser@biosci.hull.ac.uk","Article","Final","","Scopus","2-s2.0-85088668827"
"Pravotorov B.I.","Pravotorov, B.I. (6507508053)","6507508053","On population structure of the Black Sea - Azov Sea fish Alosa caspica tanaica (Grimm), (Clupeidae)","2000","Hydrobiological Journal","36","1","","101","105","4","1","10.1615/hydrobj.v36.i1.110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0039842172&doi=10.1615%2fhydrobj.v36.i1.110&partnerID=40&md5=e95fa32494c5e573d1f518f2742e231b","Kherson Hydrobiological Stn. I., Natl. Academy of Sciences of Ukraine, Kherson, Ukraine","Pravotorov B.I., Kherson Hydrobiological Stn. I., Natl. Academy of Sciences of Ukraine, Kherson, Ukraine","","","Article","Final","","Scopus","2-s2.0-0039842172"
"Gajardo G.; Cancino J.M.; Navarro J.M.","Gajardo, Gonzalo (6603798118); Cancino, Juan M (7004109936); Navarro, Jorge M (35609140000)","6603798118; 7004109936; 35609140000","Genetic variation and population structure in the marine snail Chorus giganteus (Gastropod: Muricidae), an overexploited endemic resource from Chile","2002","Fisheries Research","55","1-3","","329","333","4","15","10.1016/S0165-7836(01)00282-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036159419&doi=10.1016%2fS0165-7836%2801%2900282-X&partnerID=40&md5=ff69aa09dd7bd3ada8ea38e6dae1150f","Laboratory of Genetics and Aquaculture, Universidad De Los Lagos, Osorno, P.O. Box 933, Chile; Facultad De Ciencias, Universidad Católica De La Ssma. Concepción, Concepción, P.O. Box 297, Chile; Instituto De Biología Marina, Universidad Austral De Chile, Valdivia, P.O. Box 567, Chile","Gajardo G., Laboratory of Genetics and Aquaculture, Universidad De Los Lagos, Osorno, P.O. Box 933, Chile; Cancino J.M., Facultad De Ciencias, Universidad Católica De La Ssma. Concepción, Concepción, P.O. Box 297, Chile; Navarro J.M., Instituto De Biología Marina, Universidad Austral De Chile, Valdivia, P.O. Box 567, Chile","Allozymes; Chile; Chorus giganteus; Conservation genetics; Genetic variability; Population structure","G. Gajardo; Lab. of Genetics and Aquaculture, Universidad de Los Lagos, P.O. Box 933, Osorno, Chile; email: ggajardo@ulagos.cl","Article","Final","","Scopus","2-s2.0-0036159419"
"Mironovskii A.N.","Mironovskii, A.N. (7801327775)","7801327775","Variability and population structure of some cyprinid fishes in the Volga-Caspian and adjacent regions. 2. Analysis of character variability","1992","Journal of Ichthyology","32","1","","77","86","9","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027044487&partnerID=40&md5=10cdf0cfb4dee1d049068ed950170df5","Inst. of Inaldn Waters Biology, USSR Academy of Sciences, Borok Yaroslavsk Oblast, Russian Federation.","Mironovskii A.N., Inst. of Inaldn Waters Biology, USSR Academy of Sciences, Borok Yaroslavsk Oblast, Russian Federation.","","","Article","Final","","Scopus","2-s2.0-0027044487"
"Newman S.J.; Williams D.M.; Russ G.R.","Newman, Stephen J. (7402546069); Williams, David McB (55737561300); Russ, Garry R. (7101873279)","7402546069; 55737561300; 7101873279","Variability in the population structure of Lutjanus adetii (Castelnau, 1873) and L. quinquelineatus (Bloch, 1790) among reefs in the central Great Barrier Reef, Australia","1996","Fishery Bulletin","94","2","","313","329","16","30","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029768466&partnerID=40&md5=1d521872047bc2967f5a097d89eb573f","Australian Inst. of Marine Science, Townsville M.C., QLD 4810, P.M.B. No. 3, Australia; Department of Marine Biology, James Cook University, Townsville, QLD 4811, Australia; W. Australia Mar. Res. Laboratories, Fish. Dept. of Western Australia, North Beach, WA 6020, P.O. Box 20, Australia","Newman S.J., Australian Inst. of Marine Science, Townsville M.C., QLD 4810, P.M.B. No. 3, Australia, Department of Marine Biology, James Cook University, Townsville, QLD 4811, Australia, W. Australia Mar. Res. Laboratories, Fish. Dept. of Western Australia, North Beach, WA 6020, P.O. Box 20, Australia; Williams D.M., Australian Inst. of Marine Science, Townsville M.C., QLD 4810, P.M.B. No. 3, Australia; Russ G.R., Department of Marine Biology, James Cook University, Townsville, QLD 4811, Australia","","","Article","Final","","Scopus","2-s2.0-0029768466"
