Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,,"Haliotis tuberculata: Peters, H.",2019,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2021-3.rlts.t78772221a78772628.en,,514,8/11/2025 21:21,dataset,10.2305/iucn.uk.2021-3.rlts.t78772221a78772628.en,,,,,,,0,0,0,0,6,,,
0,Miguel Ángel Villa-Arce,Evaluation of the acceptability of diets formulated with hydrolyzed algae for juvenile abalone of Haliotis fulgens.,2022,Hidrobiológica,Universidad Autonoma Metropolitana,https://doi.org/10.24275/uam/izt/dcbs/hidro/2022v32n3/villa,,515,8/11/2025 21:21,journal-article,10.24275/uam/izt/dcbs/hidro/2022v32n3/villa,0188-8897,,33,3,373,382,0,0,0,1,3,,,
1,"Sun‐Jae PARK, Kee‐Jeong AHN",<i>Sphaeroliodes rufescens</i> Portevin new to Korea (Coleoptera: Leiodidae: Leiodinae),2007,Entomological Research,Wiley,https://doi.org/10.1111/j.1748-5967.2007.00057.x,,516,8/11/2025 21:21,journal-article,10.1111/j.1748-5967.2007.00057.x,1738-2297,,37,2,86,88,1,0.06,1,2,18,Abstract: The genus and species of,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1748-5967.2007.00057.x,
0,,"Haliotis pourtalesii: Peters, H.",2020,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2021-3.rlts.t78771388a78772543.en,,517,8/11/2025 21:21,dataset,10.2305/iucn.uk.2021-3.rlts.t78771388a78772543.en,,,,,,,0,0,0,0,5,,,
0,,"Haliotis glabra: Peters, H.",2020,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2021-1.rlts.t78768980a78772478.en,,518,8/11/2025 21:21,dataset,10.2305/iucn.uk.2021-1.rlts.t78768980a78772478.en,,,,,,,0,0,0,0,5,,,
0,,"Haliotis stomatiaeformis: Peters, H.",2020,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2021-1.rlts.t78772043a78772613.en,,519,8/11/2025 21:21,dataset,10.2305/iucn.uk.2021-1.rlts.t78772043a78772613.en,,,,,,,0,0,0,0,5,,,
1,"C. Aguirre-Rodríguez, N.M. Hernández-Martínez, C. Sánchez-Ortega",Loxosceles rufescens bite on the finger of one hand: a case report,2020,ACTUALIDAD MEDICA,Real Academia de Medicina y Cirugia de Andalucia Oriental,https://doi.org/10.15568/am.2020.809.cc03,,520,8/11/2025 21:21,journal-article,10.15568/am.2020.809.cc03,0365-7965,,105,809,55,57,1,0.2,0,3,5,,,
0,,"Haliotis arabiensis: Peters, H.",2020,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2021-1.rlts.t157247863a157247867.en,,521,8/11/2025 21:21,dataset,10.2305/iucn.uk.2021-1.rlts.t157247863a157247867.en,,,,,,,0,0,0,0,5,,,
0,,"Haliotis papulata: Peters, H.",2020,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2021-3.rlts.t161334052a161334075.en,,522,8/11/2025 21:21,dataset,10.2305/iucn.uk.2021-3.rlts.t161334052a161334075.en,,,,,,,0,0,0,0,5,,,
0,,"Haliotis elegans: Peters, H.",2020,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2021-1.rlts.t78764711a78772453.en,,523,8/11/2025 21:21,dataset,10.2305/iucn.uk.2021-1.rlts.t78764711a78772453.en,,,,,,,0,0,0,0,5,,,
0,,"Haliotis fatui: Peters, H.",2020,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2021-1.rlts.t78764797a78772458.en,,524,8/11/2025 21:21,dataset,10.2305/iucn.uk.2021-1.rlts.t78764797a78772458.en,,,,,,,0,0,0,0,5,,,
0,"W. Li, M. Cao, T. Jin",Crystal structure of Prolyl Endopeptidase from Haliotis discus hannai,2019,Worldwide Protein Data Bank,Worldwide Protein Data Bank,https://doi.org/10.2210/pdb6jym/pdb,,525,8/11/2025 21:21,dataset,10.2210/pdb6jym/pdb,,,,,,,0,0,0,3,6,,,
0,"L.E.C.S. Correia, C.S.M.M. Vilar, E.H. Martins, M.H.V. Oliveira, K.M. Silva, P. Dominguez-Castaño, P.M. Mamani, F.F. Souza, J.A.V. Silva",Reproductive performance of red-winged tinamous (Rhynchotus rufescens) using different mating strategies in captivity - case report,2022,Arquivo Brasileiro de Medicina Veterinária e Zootecnia,FapUNIFESP (SciELO),https://doi.org/10.1590/1678-4162-12712,,526,8/11/2025 21:21,journal-article,10.1590/1678-4162-12712,1678-4162,,74,4,686,692,0,0,0,9,3,"ABSTRACT The aim of this study was to evaluate the reproductive performance of red-winged tinamous in captivity using different mating systems during three breeding seasons. The data were collected from August to March during three breeding seasons of the species. Ten couples and four groups of red-winged tinamous were randomly selected for formation of the monogamous and polygynous mating system, respectively, with egg collection from both systems. The traits evaluated were number of eggs per female, egg breaking and egg fertilization. Data were statistically analyzed by the least square method and logistic regression. Animals in couples mating strategy were superior (P<0.05) in terms of number of eggs per female compared to the group mating strategy. High egg breaking rate (P<0.05) in the red-winged tinamous groups was observed. Eggs of animals in couples mating strategy were 5.24 and 11.5 more likely to be fertilized than those of group strategy in two breeding seasons. In general, the reproductive efficiency in terms of low egg breaking, high egg production and fertility was observed for red-winged tinamous from the monogamous mating system.",http://www.scielo.br/scielo.php?script=sci_pdf&pid=S0102-09352022000400686&tlng=en,
0,,"Haliotis midae: Peters, H.",2020,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2021-3.rlts.t78771094a78772518.en,,527,8/11/2025 21:21,dataset,10.2305/iucn.uk.2021-3.rlts.t78771094a78772518.en,,,,,,,0,0,0,0,5,,,
0,,Etymologia:<i>Shewanella haliotis</i>,2013,Emerging Infectious Diseases,Centers for Disease Control and Prevention (CDC),https://doi.org/10.3201/eid1906.et1906,,528,8/11/2025 21:21,journal-article,10.3201/eid1906.et1906,1080-6040,,19,6,1035,1035,0,0,0,0,12,,https://wwwnc.cdc.gov/eid/article/19/6/ET-1906_article,
7,"Min Woo Park, Hyejin Kim, Byeong Hak Kim, Maeng Hyun Son, Ji Sung Choi, Jung Sick Lee","Reproductive Cycle of the Abalone, Haliotis discus hannai Collected from Jindo of Korea",2014,The Korean Journal of Malacology,The Malacological Society of Korea,https://doi.org/10.9710/kjm.2014.30.3.243,,529,8/11/2025 21:21,journal-article,10.9710/kjm.2014.30.3.243,1225-3480,,30,3,243,248,7,0.64,1,6,11,,http://ocean.kisti.re.kr/downfile/crosscheck/tmsk/JAKO201431753970348.pdf,
5,"Cory D. Bishop, William J. Biggers","In Haliotis, NO means YES",2014,Frontiers in Marine Science,Frontiers Media SA,https://doi.org/10.3389/fmars.2014.00051,,530,8/11/2025 21:21,journal-article,10.3389/fmars.2014.00051,2296-7745,,1,,,,5,0.45,3,2,11,,,
1,BUZZ OWEN,"Notes on the correct taxonomic status of &lt;i&gt;Haliotis rugosa&lt;/i&gt; Lamarck, 1822, and &lt;i&gt;Haliotis pustulata&lt;/i&gt; Reeve, 1846, with description of a new subspecies from Rodrigues Island, Mascarene Islands, Indian Ocean (Mollusca: Vetigastropoda: Haliotidae)",2013,Zootaxa,Magnolia Press,https://doi.org/10.11646/zootaxa.3646.2.7,,531,8/11/2025 21:21,journal-article,10.11646/zootaxa.3646.2.7,1175-5334,,3646,2,,,1,0.08,1,1,12,"Haliotis rugosa Lamarck, 1822, and H. pustulata Reeve, 1846, have long been a source of confusion. Herbert (1990) suggested the synonymy of the two and designated the lectotype and type locality of H. rugosa. Examination of several hundred shells of each of the two taxa has demonstrated that the H. rugosa morphology is found only on Mauritius and Reunion, while the H. pustulata morph occurs at Madagascar and the east coast of Africa, from approximately Park Rynie, South Africa, to the Red Sea and east to Yemen. No specimens from the latter localities resemble H. rugosa; however, a very small number of specimens from Mauritius have an intermediate morphology between the two taxa. The two species-level taxa are here considered as subspecies of each other. They show some overlapping shell morphology, but are geographically isolated.",https://mapress.com/zt/article/download/zootaxa.3646.2.7/33720,
1,"Bo-Kyu Hwang, Hyeon-Ok Shin",Movement range and behavior of acoustic tagged abalone (Haliotis discus hannai) in Jeonnam marine ranch,2010,Bulletin of the Korean society of Fisheries Technology,The Korean Society of Fisheries and Ocean Technology,https://doi.org/10.3796/ksft.2010.46.3.232,,532,8/11/2025 21:21,journal-article,10.3796/ksft.2010.46.3.232,1225-827X,,46,3,232,238,1,0.07,1,2,15,,http://ocean.kisti.re.kr/downfile/crosscheck/ksfit/JAKO201026039608415.pdf,
5,"Nurenskaya Vélez-Arellano, Federico Andrés García-Domínguez, Daniel B Lluch-Cota, José L Gutiérrez-González, Rebeca Sánchez-Cárdenas","Histological Validation of Morphochromatically-Defined Gonadal Maturation Stages of Green Abalone (Haliotis fulgens) Philippi,1845 and Pink Abalone (Haliotis corrugata) Wood, 1828",2015,International Journal of Morphology,SciELO Agencia Nacional de Investigacion y Desarrollo (ANID),https://doi.org/10.4067/s0717-95022015000300039,,533,8/11/2025 21:21,journal-article,10.4067/s0717-95022015000300039,0717-9502,,33,3,1054,1059,5,0.5,1,5,10,,,
13,"Dong-Wook Hyun, Na-Ri Shin, Min-Soo Kim, Pil Soo Kim, Joon Yong Kim, Tae Woong Whon, Jin-Woo Bae","Actinomyces haliotis sp. nov., a bacterium isolated from the gut of an abalone, Haliotis discus hannai",2014,International Journal of Systematic and Evolutionary Microbiology,Microbiology Society,https://doi.org/10.1099/ijs.0.055350-0,,534,8/11/2025 21:21,journal-article,10.1099/ijs.0.055350-0,1466-5026,,64,,456,461,13,1.18,2,7,11,"A novel, Gram-staining-positive, facultatively anaerobic, non-motile and coccus-shaped bacterium, strain WL80",https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.055350-0?crawler=true,
0,"Choul Ji Park, Won Shik Nam, Myeong Seok Lee, Ji-Yun Kang, Kyung Kil Kim",Microsatellite multiplex PCR method for selective breeding studies in Pacific abalone (Haliotis discus hannai),2014,The Korean Journal of Malacology,The Malacological Society of Korea,https://doi.org/10.9710/kjm.2014.30.4.383,,535,8/11/2025 21:21,journal-article,10.9710/kjm.2014.30.4.383,1225-3480,,30,4,383,390,0,0,0,5,11,,http://ocean.kisti.re.kr/downfile/crosscheck/tmsk/JAKO201405557791398.pdf,
0,,"Haliotis alfredensis: Peters, H.",2020,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2021-1.rlts.t78748407a78772388.en,,536,8/11/2025 21:21,dataset,10.2305/iucn.uk.2021-1.rlts.t78748407a78772388.en,,,,,,,0,0,0,0,5,,,
0,,"Haliotis asinina: Peters, H.",2020,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2021-1.rlts.t78749198a78772393.en,,537,8/11/2025 21:21,dataset,10.2305/iucn.uk.2021-1.rlts.t78749198a78772393.en,,,,,,,0,0,0,0,5,,,
0,"Martin Mwema, Felix Razafindrajao",First Pink-backed Pelican Pelecanus rufescens sightings in Madagascar since 1960,2006,Bulletin of the African Bird Club,Smithsonian Institution,https://doi.org/10.5962/p.309775,,538,8/11/2025 21:21,journal-article,10.5962/p.309775,1352-481X,,13,1,86,87,0,0,0,2,19,,,
50,"Duwoon Kim, Keun Sik Baik, Mi Sun Kim, Bok-Mi Jung, Tai-Sun Shin, Gyu-Hwa Chung, Moon Soo Rhee, Chi Nam Seong","Shewanella haliotis sp. nov., isolated from the gut microflora of abalone, Haliotis discus hannai",2007,International Journal of Systematic and Evolutionary Microbiology,Microbiology Society,https://doi.org/10.1099/ijs.0.65257-0,,539,8/11/2025 21:21,journal-article,10.1099/ijs.0.65257-0,1466-5026,,57,12,2926,2931,50,2.78,6,8,18,"A motile, rod-shaped, pink–orange pigmented bacterium, designated strain DW01",https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.65257-0?crawler=true,
0,,"Haliotis melculus: Peters, H.",2020,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2021-1.rlts.t78771080a78772513.en,,540,8/11/2025 21:21,dataset,10.2305/iucn.uk.2021-1.rlts.t78771080a78772513.en,,,,,,,0,0,0,0,5,,,
0,,"Haliotis queketti: Peters, H.",2020,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2021-1.rlts.t78771516a78772553.en,,541,8/11/2025 21:21,dataset,10.2305/iucn.uk.2021-1.rlts.t78771516a78772553.en,,,,,,,0,0,0,0,5,,,
1,"Thi Cam Tu Phan, Albert Valdish Manuel, Naoaki Tsutsui, Ngoc Ut Vu, Takao Yoshimatsu","Short-term fluctuations in salinity and turbidity: effects on the embryonic stage of two abalone species, Haliotis discus discus and Haliotis gigantea",2022,Journal of Experimental Marine Biology and Ecology,Elsevier BV,https://doi.org/10.1016/j.jembe.2022.151738,,542,8/11/2025 21:21,journal-article,10.1016/j.jembe.2022.151738,0022-0981,,552,,151738,151738,1,0.33,0,5,3,,https://api.elsevier.com/content/article/PII:S0022098122000466,
0,,"Onthophagus rufescens: Favila, M., Escobar, F., Halffter, G. &amp; Vaz-de-Mello, F.",2015,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2017-1.rlts.t138292a539214.en,,543,8/11/2025 21:21,dataset,10.2305/iucn.uk.2017-1.rlts.t138292a539214.en,,,,,,,0,0,0,0,10,,,
0,Kyoung-Seon Lee,Survival and Growth in Juvenile Abalone Haliotis discus hannai to Ocean Acidification and Elevated Temperature,2014,Korean Journal of Fisheries and Aquatic Sciences,The Korean Society of Fisheries and Aquatic Science,https://doi.org/10.5657/kfas.2014.0154,,544,8/11/2025 21:21,journal-article,10.5657/kfas.2014.0154,0374-8111,,47,2,154,159,0,0,0,1,11,,http://ocean.kisti.re.kr/downfile/crosscheck/kofis/JAKO201415640235038.pdf,
5,"V.P. DIXIT, MEERA AGRAWAL",Inhibition of Spermatogenesis in House Rat (Rattus rattus Rufescens) Following the Administration of α-Chlorohydrin,2009,Andrologia,Wiley,https://doi.org/10.1111/j.1439-0272.1980.tb01341.x,,545,8/11/2025 21:21,journal-article,10.1111/j.1439-0272.1980.tb01341.x,0303-4569,,12,6,513,520,5,0.31,3,2,16,,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1439-0272.1980.tb01341.x,
0,,"Haliotis clathrata: Peters, H.",2020,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2021-1.rlts.t78763614a78772408.en,,546,8/11/2025 21:21,dataset,10.2305/iucn.uk.2021-1.rlts.t78763614a78772408.en,,,,,,,0,0,0,0,5,,,
0,,"Haliotis rubra: Peters, H.",2021,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2021-3.rlts.t78771579a78772568.en,,547,8/11/2025 21:21,dataset,10.2305/iucn.uk.2021-3.rlts.t78771579a78772568.en,,,,,,,0,0,0,0,4,,,
15,"Dong-Wook Hyun, Na-Ri Shin, Min-Soo Kim, Joon Yong Kim, Pil Soo Kim, Sei Joon Oh, Tae Woong Whon, Jin-Woo Bae","Cloacibacterium haliotis sp. nov., isolated from the gut of an abalone, Haliotis discus hannai",2014,International Journal of Systematic and Evolutionary Microbiology,Microbiology Society,https://doi.org/10.1099/ijs.0.054585-0,,548,8/11/2025 21:21,journal-article,10.1099/ijs.0.054585-0,1466-5026,,64,,72,77,15,1.36,2,8,11,"A novel Gram-stain-negative, aerobic, non-motile, yellow-pigmented and rod-shaped bacterium, designated strain WB5",https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.054585-0?crawler=true,
0,"EunYoung Min, Yong-Joo Cha, Ju-Chan Kang","Physiological Changes of a Pacific abalone, Haliotis discus hannai (Ino, 1953) exposed to Nickel (NiCl₂) solution under thermal stresses",2017,The Korean Journal of Malacology,The Malacological Society of Korea,https://doi.org/10.9710/kjm.2017.33.4.213,,549,8/11/2025 21:21,journal-article,10.9710/kjm.2017.33.4.213,1225-3480,,33,4,213,222,0,0,0,3,8,,,
1,"Choul Ji Park, Won Shik Nam, Myeong Seok Lee, Ji-Yun Kang, Kyung Kil Kim","Inbreeding depression of Pacific abalone, Haliotis discus hannai by inbreeding mating experiments",2014,The Korean Journal of Malacology,The Malacological Society of Korea,https://doi.org/10.9710/kjm.2014.30.4.415,,550,8/11/2025 21:21,journal-article,10.9710/kjm.2014.30.4.415,1225-3480,,30,4,415,419,1,0.09,0,5,11,,http://ocean.kisti.re.kr/downfile/crosscheck/tmsk/JAKO201405557791407.pdf,
9,"Zhaobin Huang, Liping Wang, Demin Zhang, Zongze Shao","Pseudotenacibaculum haliotis gen. nov., sp. nov., a new member within the Tenacibaculum-Polaribacter clade of the family Flavobacteriaceae, isolated from the intestine of adult abalones, Haliotis diversicolor and H. discus hannai",2016,International Journal of Systematic and Evolutionary Microbiology,Microbiology Society,https://doi.org/10.1099/ijsem.0.001255,,551,8/11/2025 21:21,journal-article,10.1099/ijsem.0.001255,1466-5026,,66,9,3718,3724,9,1,2,4,9,,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.001255?crawler=true,
0,,"Haliotis dissona: Peters, H.",2020,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2021-1.rlts.t78764274a78772438.en,,552,8/11/2025 21:21,dataset,10.2305/iucn.uk.2021-1.rlts.t78764274a78772438.en,,,,,,,0,0,0,0,5,,,
22,,"In vitro Anti-hypertensive, Antioxidant and Anticoagulant Activities of Extracts from Haliotis discus hannai",2006,Journal of the Korean Society of Food Science and Nutrition,The Korean Society of Food Science and Nutrition,https://doi.org/10.3746/jkfn.2006.35.7.835,,553,8/11/2025 21:21,journal-article,10.3746/jkfn.2006.35.7.835,1226-3311,,35,7,835,840,22,1.16,0,0,19,,http://ocean.kisti.re.kr/downfile/crosscheck/kfn/JAKO200603042295450.pdf,
1,"Lianne M. Koczur, M. Clay Green, Bart M. Ballard, Peter E. Lowther, Richard T. Paul",Reddish Egret (Egretta rufescens),2019,The Birds of North America Online,Cornell Laboratory of Ornithology,https://doi.org/10.2173/bna.redegr.02,,554,8/11/2025 21:21,journal-article,10.2173/bna.redegr.02,,,,,,,1,0.17,0,5,6,,,
0,"Yu-sin CHO, Zahid Parvez Sukhan, Shaharior Hossen, Doo-Hyun CHO, Kang-Hee KHO","Transcriptome Analysis of Acute Thermal Stress in the Pacific Abalone, Haliotis discus hannai",2023,THE JOURNAL OF FISHERIES AND MARINE SCIENCES EDUCATION,The Korean Society for Fisheries and Marine Sciences Education,https://doi.org/10.13000/jfmse.2023.8.35.4.751,,555,8/11/2025 21:21,journal-article,10.13000/jfmse.2023.8.35.4.751,1229-8999,,35,4,751,760,0,0,0,5,2,,,
0,,Unonopsis rufescens: Botanic Gardens Conservation International (BGCI) &amp; IUCN SSC Global Tree Specialist Group,2018,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2019-2.rlts.t145671535a145671537.en,,556,8/11/2025 21:21,dataset,10.2305/iucn.uk.2019-2.rlts.t145671535a145671537.en,,,,,,,0,0,0,0,7,,,
0,"Sudarno Sudarno, Rahayu Kusdarwati, Aprilia Putri Astutie",Induksi Kematangan Gonad Induk Jantan Kerang Abalone (Haliotis asinina) dengan Metode Laserpunktur &lt;br&gt;&lt;i&gt;[Induction Of Gonad Maturity Males Broodstock Abalone Shell (Haliotis asinina) With Laserpunctur Methods ]&lt;i&gt;,2012,Jurnal Ilmiah Perikanan dan Kelautan,Universitas Airlangga,https://doi.org/10.20473/jipk.v4i1.11576,,557,8/11/2025 21:21,journal-article,10.20473/jipk.v4i1.11576,2528-0759,,4,1,7,14,0,0,0,3,13,"Abstract Abalone is one kind of shellfish fisheries of the world has become a commodity which is currently experiencing increased demand, especially from international markets. As one initial step of a series of required maintenance management process of cultivating a good broodstock, to get the broodstock with the maximum level of gonad maturity is by induction using laserpunctur. Laserpunctur appropriate technology has been shown to accelerate the growth process, increase and accelerate gonadal maturation and spawning shorten the reproductive cycle of some species. The purpose of this study was to determine the effect laserpunctur fired on gonadal organs of the male gonadal maturity of abalone shells and the best energy of the male gonadal maturation affect abalone shells. The treatment used is laserpunctur irradiation on the male gonad organ abalone shells with a energy of 0 Joule (control), 0.5 Joules for 50 seconds, 1 Joule for 100 seconds, 1.5 Joules for 150 seconds and 2 Joule for 200 seconds. Each treatment was repeated four times. The results of this study was the laserpunctur irradiation fired on the gonadal organs influence the development of gonadal maturity of male broodstock abalone shells. The best energy of laserpunctur in the male gonad maturation affects the abalone shells is 1.5 Joules for 150 seconds. The results of histological observation of gonadal male broodstock H. asinina showed varying degrees of gonadal development in the process of gametogenesis is marked with an individual's reproductive cycle.",https://e-journal.unair.ac.id/JIPK/article/download/11576/6588,
0,"G.H. Zhao, H.C. Yang","Crystal structure of the functional unit (HtH1-h) of hemocyanin from Haliotis discus hannai,Containing a met site",2025,,Worldwide Protein Data Bank,https://doi.org/10.2210/pdb9kzl/pdb,,558,8/11/2025 21:21,component,10.2210/pdb9kzl/pdb,,,,,,,0,0,0,2,1,,,
0,,Vitex rufescens: Botanic Gardens Conservation International (BGCI) &amp; IUCN SSC Global Tree Specialist Group,2018,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2019-2.rlts.t148763681a148763683.en,,559,8/11/2025 21:21,dataset,10.2305/iucn.uk.2019-2.rlts.t148763681a148763683.en,,,,,,,0,0,0,0,7,,,
61,"S. Kimura, C. Ohshima, E. Hirose, J. Nishikawa, T. Itoh",Cellulose in the house of the appendicularianOikopleura rufescens,2001,Protoplasma,Springer Science and Business Media LLC,https://doi.org/10.1007/bf02680133,,560,8/11/2025 21:21,journal-article,10.1007/bf02680133,0033-183X,,216,1,71,74,61,2.54,12,5,24,,http://link.springer.com/content/pdf/10.1007/BF02680133.pdf,
0,"Sung-Jin Yang, Jeong-In Myeong, Jung-Jun Park, Yun-Kyung Shin",Optimum environmental condition of live container for long distance transport in live abalone Haliotis discus hannai,2014,The Korean Journal of Malacology,The Malacological Society of Korea,https://doi.org/10.9710/kjm.2014.30.4.363,,561,8/11/2025 21:21,journal-article,10.9710/kjm.2014.30.4.363,1225-3480,,30,4,363,370,0,0,0,4,11,,http://ocean.kisti.re.kr/downfile/crosscheck/tmsk/JAKO201405557791394.pdf,
16,"Matthew S. Bansemer, Jian G. Qin, Krishna-Lee Currie, David A. J. Stone",Temperature-Dependent Feed Consumption Patterns for Greenlip (<i>Haliotis laevigata</i>) and Hybrid (<i>H. laevigata × Haliotis rubra</i>) Abalone Fed Fresh Macroalgae or a Formulated Diet,2015,Journal of Shellfish Research,National Shellfisheries Association,https://doi.org/10.2983/035.034.0318,,562,8/11/2025 21:21,journal-article,10.2983/035.034.0318,0730-8000,,34,3,885,892,16,1.6,4,4,10,,,
30,"Dong-Wook Hyun, Min-Soo Kim, Na-Ri Shin, Joon Yong Kim, Pil Soo Kim, Tae Woong Whon, Ji-Hyun Yun, Jin-Woo Bae","Shimia haliotis sp. nov., a bacterium isolated from the gut of an abalone, Haliotis discus hannai",2013,International Journal of Systematic and Evolutionary Microbiology,Microbiology Society,https://doi.org/10.1099/ijs.0.053140-0,,563,8/11/2025 21:21,journal-article,10.1099/ijs.0.053140-0,1466-5026,,63,,4248,4253,30,2.5,4,8,12,"A novel Gram-stain-negative, motile, rod-shaped bacterium, designated strain WM35",https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.053140-0?crawler=true,
15,"Chang-Ming Bai, Ya-Nan Li, Pen-Heng Chang, Jing-Zhe Jiang, Lu-Sheng Xin, Chen Li, Jiang-Yong Wang, Chong-Ming Wang","Susceptibility of two abalone species, Haliotis diversicolor supertexta and Haliotis discus hannai, to Haliotid herpesvirus 1 infection",2019,Journal of Invertebrate Pathology,Elsevier BV,https://doi.org/10.1016/j.jip.2018.11.008,,564,8/11/2025 21:21,journal-article,10.1016/j.jip.2018.11.008,0022-2011,,160,,26,32,15,2.5,2,8,6,,https://api.elsevier.com/content/article/PII:S0022201118301952,
17,"Reiji Tanaka, Ilse Cleenwerck, Yukino Mizutani, Shunpei Iehata, Toshiyuki Shibata, Hideo Miyake, Tetsushi Mori, Yutaka Tamaru, Mitsuyoshi Ueda, Peter Bossier, Peter Vandamme","Formosa haliotis sp. nov., a brown-alga-degrading bacterium isolated from the gut of the abalone Haliotis gigantea",2015,International Journal of Systematic and Evolutionary Microbiology,Microbiology Society,https://doi.org/10.1099/ijsem.0.000586,,565,8/11/2025 21:21,journal-article,10.1099/ijsem.0.000586,1466-5026,,65,,4388,4393,17,1.7,2,11,10,"Four brown-alga-degrading, Gram-stain-negative, aerobic, non-flagellated, gliding and rod-shaped bacteria, designated LMG 28520",https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.000586?crawler=true,
7,"Nurenskaya Vélez-Arellano, Fausto Valenzuela-Quiñonez, Federico Andrés García-Domínguez, Daniel Bernardo Lluch-Cota, José Luis Gutiérrez-González, Raúl Octavio Martínez-Rincón",Long-term analysis on the spawning activity of green (Haliotis fulgens) and pink (Haliotis corrugata) abalone along the central west coast of Baja California,2020,Fisheries Research,Elsevier BV,https://doi.org/10.1016/j.fishres.2020.105588,,566,8/11/2025 21:21,journal-article,10.1016/j.fishres.2020.105588,0165-7836,,228,,105588,105588,7,1.4,1,6,5,,https://api.elsevier.com/content/article/PII:S0165783620301053,
4,"Hee-Ju Park, Ju-Chan Kang",Biochemical Changes in the Hemolymph and Hepatopancreas of Abalone Haliotis discus hannai Exposed to Copper,2012,Korean Journal of Fisheries and Aquatic Sciences,The Korean Society of Fisheries and Aquatic Science,https://doi.org/10.5657/kfas.2012.0154,,567,8/11/2025 21:21,journal-article,10.5657/kfas.2012.0154,0374-8111,,45,2,154,160,4,0.31,2,2,13,,http://ocean.kisti.re.kr/downfile/crosscheck/kofis/JAKO201215657177044.pdf,
9,"D.I. Shevill, C.N. Johnson","Diet and breeding of the rufous spiny bandicoot Echymipera rufescens australis, Iron Range, Cape York Peninsula",2007,Australian Mammalogy,CSIRO Publishing,https://doi.org/10.1071/am07021,,568,8/11/2025 21:21,journal-article,10.1071/am07021,0310-0049,,29,2,169,169,9,0.5,5,2,18,"A population of the rufous spiny bandicoot Echymipera rufescens australis was studied for 14 months by live-trapping, and diets were determined by faecal analysis. The population had a high density (approximately 48 individuals on a trapping grid of 2.25 ha). A wide variety of foods were eaten, but fruits and seeds contributed the largest proportion of material to faeces, followed by invertebrates, fungi and dicot plants. Echymipera rufescens may potentially be a significant seed disperser for some plants, such as Pandanus zea. There was a short breeding season, with births occurring between December and March. Females produced one or two litters per year. Mean litter size was just under three, and litter size increased with the mother?s mass. Females produced a mean of 4.9 young per year. We conclude that although E. rufescens is a ?typical? bandicoot in that it is omnivorous and has high fecundity, it is more frugivorous and has a somewhat lower reproductive rate than other Australian bandicoots.",https://www.publish.csiro.au/AM/pdf/AM07021,
0,"Shakhnoza S. Azimova, Anna I. Glushenkova","Rhododendron fauriei Franch. (var. rufescens Nakai, R. brachycarpum auct.)",2012,"Lipids, Lipophilic Components and Essential Oils from Plant Sources",Springer London,https://doi.org/10.1007/978-0-85729-323-7_1044,,569,8/11/2025 21:21,book-chapter,10.1007/978-0-85729-323-7_1044,,,,,344,344,0,0,0,2,13,,https://link.springer.com/content/pdf/10.1007/978-0-85729-323-7_1044,
